holding_id,portfolio_id,ticker,quantity,purchase_price,current_value
H011491,P782217,AMZN,701.99,88.97,58864.7
H011492,P782217,TSLA,951.37,234.29,176477.12
H011493,P782217,GOOGL,843.49,404.98,271439.15
H011494,P782217,GOOGL,735.85,310.01,348147.05
H011495,P782217,MSFT,181.65,295.25,15704.38
H011496,P269672,GOOGL,36.87,408.88,11652.3
H011497,P269672,TSLA,813.12,285.13,159751.06
H011498,P269672,AMZN,134.32,179.38,26237.45
H011499,P269672,IVV,866.23,323.02,399878.28
H011500,P269672,IVV,884.22,165.38,294573.83
H011501,P269672,GOOGL,216.88,272.18,72885.03
H011502,P269672,AAPL,67.37,448.28,4597.36
H011503,P901700,SPY,770.05,453.64,40000.26
H011504,P901700,VTI,973.51,488.57,146807.01
H011505,P901700,SPY,901.4,309.51,365215.43
H011506,P901700,IVV,927.53,394.15,324896.04
H011507,P901700,TSLA,332.33,81.91,123195.65
H011508,P901700,TSLA,407.03,366.8,96505.49
H011509,P901700,GOOGL,92.76,415.72,29555.77
H011510,P901700,MSFT,132.11,441.18,57598.74
H011511,P901700,TSLA,193.87,382.73,45277.82
H011512,P901700,VTI,888.34,488.49,420299.69
H011513,P239694,AAPL,409.75,351.27,43363.08
H011514,P239694,GOOGL,173.25,71.62,26804.01
H011515,P239694,GOOGL,928.73,156.13,438460.94
H011516,P239694,AMZN,118.48,238.77,27877.97
H011517,P239694,AAPL,417.78,282.21,190355.49
H011518,P239694,GOOGL,59.0,232.64,17302.9
H011519,P239694,TSLA,627.63,164.39,173347.3
H011520,P694641,SPY,307.8,107.46,129988.23
H011521,P694641,IVV,811.73,218.46,47688.75
H011522,P694641,GOOGL,226.64,371.68,97160.87
H011523,P127870,TSLA,600.37,257.82,89338.83
H011524,P127870,AMZN,82.36,68.11,7892.95
H011525,P127870,GOOGL,470.15,86.79,71472.5
H011526,P127870,VTI,670.48,373.77,330488.94
H011527,P127870,AMZN,123.67,387.44,18185.82
H011528,P662669,IVV,195.51,405.32,74619.53
H011529,P662669,VTI,77.61,187.39,38122.99
H011530,P662669,TSLA,107.47,274.46,27359.15
H011531,P909616,AMZN,954.27,186.09,440487.29
H011532,P909616,IVV,779.5,149.88,134173.35
H011533,P909616,IVV,114.71,92.47,20881.77
H011534,P909616,TSLA,940.74,232.42,291719.98
H011535,P909616,IVV,381.8,480.34,141831.05
H011536,P909616,VTI,602.98,407.67,123591.42
H011537,P227260,GOOGL,901.96,231.93,415028.66
H011538,P227260,GOOGL,113.54,106.88,30175.43
H011539,P227260,VTI,845.64,126.49,182376.23
H011540,P227260,IVV,979.02,373.45,152718.44
H011541,P227260,SPY,125.22,243.66,11962.45
H011542,P227260,TSLA,925.22,444.93,223543.42
H011543,P227260,GOOGL,212.77,107.89,52523.5
H011544,P979648,VTI,132.11,160.04,51845.56
H011545,P979648,TSLA,991.78,166.89,91621.1
H011546,P979648,GOOGL,979.51,489.5,412311.48
H011547,P979648,GOOGL,897.36,479.74,84991.52
H011548,P979648,IVV,971.21,378.45,401837.67
H011549,P713842,GOOGL,387.5,497.97,106319.77
H011550,P713842,IVV,913.94,358.7,338418.85
H011551,P713842,GOOGL,809.58,180.46,229112.93
H011552,P549275,VTI,21.87,170.06,6393.0
H011553,P549275,AMZN,833.26,347.64,315554.09
H011554,P549275,MSFT,511.88,423.23,146238.5
H011555,P549275,AAPL,959.17,70.66,165617.0
H011556,P549275,SPY,958.02,379.26,115455.7
H011557,P549275,TSLA,675.21,208.88,129986.65
H011558,P549275,SPY,737.84,425.48,51308.01
H011559,P549275,IVV,309.84,287.28,136172.06
H011560,P549275,AMZN,728.74,64.68,152570.59
H011561,P445785,AMZN,112.52,69.52,34917.31
H011562,P445785,AAPL,322.85,494.57,21064.33
H011563,P445785,AMZN,61.72,194.92,28822.4
H011564,P445785,TSLA,73.43,115.9,9133.29
H011565,P445785,AAPL,26.97,161.51,2681.74
H011566,P445785,AAPL,196.21,393.13,71508.59
H011567,P445785,MSFT,875.26,191.49,193659.56
H011568,P445785,AMZN,479.01,467.0,91840.3
H011569,P445785,MSFT,373.12,74.33,73413.85
H011570,P907932,GOOGL,528.4,315.71,87272.23
H011571,P907932,AMZN,76.18,56.32,10071.05
H011572,P907932,AMZN,506.07,129.65,149469.77
H011573,P907932,IVV,968.7,455.05,271622.86
H011574,P907932,TSLA,790.55,447.19,266989.06
H011575,P907932,IVV,230.3,404.94,100329.02
H011576,P985032,IVV,70.41,177.15,16949.96
H011577,P985032,AAPL,653.28,309.88,93273.21
H011578,P985032,VTI,427.25,397.83,176413.46
H011579,P985032,MSFT,659.53,120.61,175777.47
H011580,P985032,SPY,696.3,242.45,83659.43
H011581,P985032,TSLA,975.01,224.71,93661.69
H011582,P440028,TSLA,479.07,486.92,41925.21
H011583,P440028,MSFT,919.93,233.53,258884.9
H011584,P440028,VTI,409.15,173.2,146611.93
H011585,P440028,AAPL,121.91,192.39,28721.65
H011586,P440028,TSLA,934.04,344.96,227645.12
H011587,P543825,AMZN,455.29,494.04,179369.64
H011588,P543825,IVV,966.91,153.37,49537.8
H011589,P543825,AMZN,524.5,458.92,242241.15
H011590,P543825,IVV,174.18,409.32,40905.49
H011591,P543825,VTI,233.7,403.63,115756.87
H011592,P543825,IVV,37.86,192.29,6718.74
H011593,P656000,AMZN,820.91,402.75,147305.45
H011594,P656000,IVV,267.07,380.05,126115.75
H011595,P656000,AAPL,235.39,186.77,114269.74
H011596,P656000,SPY,344.38,66.58,24233.37
H011597,P656000,SPY,821.51,87.69,142292.51
H011598,P656000,IVV,897.19,344.97,165100.64
H011599,P656000,SPY,41.28,406.64,9070.16
H011600,P656000,MSFT,660.76,372.78,132243.53
H011601,P656000,TSLA,716.08,347.71,80368.44
H011602,P656000,MSFT,947.81,382.77,453961.9
H011603,P896038,VTI,916.81,89.56,266467.39
H011604,P896038,MSFT,96.63,270.16,27574.27
H011605,P896038,SPY,820.4,376.81,98772.17
H011606,P896038,AAPL,453.61,84.83,150010.09
H011607,P896038,VTI,274.41,74.01,62623.34
H011608,P896038,IVV,634.15,345.95,104139.17
H011609,P210534,GOOGL,415.55,235.2,198411.26
H011610,P210534,AAPL,943.33,266.13,109209.64
H011611,P210534,IVV,593.28,458.35,117138.8
H011612,P699844,AMZN,816.7,399.3,327325.59
H011613,P699844,AMZN,412.52,190.89,83351.86
H011614,P699844,VTI,800.17,380.57,177331.51
H011615,P699844,AAPL,759.5,165.36,152375.17
H011616,P699844,TSLA,103.87,192.08,10736.75
H011617,P699844,AMZN,115.45,403.85,43383.13
H011618,P765549,AMZN,130.05,63.91,51935.91
H011619,P765549,AMZN,745.91,405.36,130652.84
H011620,P765549,SPY,693.3,268.39,158964.73
H011621,P765549,TSLA,326.79,333.16,20684.43
H011622,P207389,GOOGL,974.94,159.44,365840.63
H011623,P207389,VTI,376.09,258.81,127105.17
H011624,P207389,VTI,875.08,64.21,306465.76
H011625,P207389,AAPL,105.51,456.34,40257.35
H011626,P207389,IVV,375.7,421.33,49179.48
H011627,P207389,IVV,287.57,197.7,64766.79
H011628,P207389,GOOGL,347.21,310.83,39769.19
H011629,P207389,AMZN,659.23,181.63,195065.34
H011630,P255824,AAPL,588.34,236.34,141840.67
H011631,P255824,VTI,541.85,110.16,264461.48
H011632,P255824,VTI,107.7,264.86,51520.02
H011633,P672018,TSLA,83.39,429.41,12277.69
H011634,P672018,MSFT,411.48,457.66,60777.85
H011635,P672018,GOOGL,907.64,400.59,433074.14
H011636,P672018,SPY,927.66,235.58,238736.61
H011637,P672018,TSLA,449.65,70.56,68131.35
H011638,P672018,SPY,760.31,54.3,207995.57
H011639,P283140,SPY,56.93,121.91,16844.18
H011640,P283140,MSFT,216.8,398.13,41271.88
H011641,P283140,AMZN,896.27,94.12,164053.02
H011642,P283140,MSFT,421.57,150.32,120212.66
H011643,P650170,TSLA,116.95,372.73,12082.29
H011644,P650170,AMZN,773.03,235.27,102007.66
H011645,P650170,MSFT,802.91,54.42,90185.04
H011646,P650170,IVV,179.47,62.68,27816.56
H011647,P650170,GOOGL,658.92,485.97,180335.47
H011648,P650170,SPY,27.41,110.0,4997.88
H011649,P650170,IVV,151.59,79.04,61303.97
H011650,P942400,SPY,149.19,151.52,69938.85
H011651,P942400,SPY,902.24,479.43,182758.72
H011652,P942400,VTI,137.29,291.9,36916.53
H011653,P942400,IVV,197.46,409.1,80021.31
H011654,P942400,TSLA,797.62,393.24,307278.06
H011655,P942400,VTI,206.16,277.06,31759.05
H011656,P942400,TSLA,851.13,62.09,195868.29
H011657,P942400,GOOGL,125.73,439.92,54964.05
H011658,P942400,MSFT,592.67,170.67,222578.07
H011659,P942400,SPY,700.43,248.96,214480.3
H011660,P220806,MSFT,418.26,431.99,141916.75
H011661,P220806,IVV,825.16,429.71,190976.37
H011662,P220806,IVV,42.85,335.78,3709.59
H011663,P220806,SPY,756.46,104.84,135087.33
H011664,P220806,IVV,798.09,286.03,135534.65
H011665,P220806,SPY,741.77,185.7,310308.68
H011666,P685263,GOOGL,997.26,466.21,153946.62
H011667,P685263,AAPL,386.29,333.84,94505.43
H011668,P685263,TSLA,466.14,98.47,153673.98
H011669,P382209,SPY,966.13,336.27,437934.05
H011670,P382209,IVV,498.48,450.2,226452.16
H011671,P382209,SPY,393.82,476.16,78509.87
H011672,P382209,TSLA,14.06,359.81,1616.19
H011673,P382209,IVV,237.39,276.72,32266.51
H011674,P382209,GOOGL,78.27,127.91,34162.08
H011675,P382209,VTI,35.02,276.92,2620.01
H011676,P382209,GOOGL,714.36,105.24,325536.19
H011677,P899644,TSLA,919.52,336.78,155777.01
H011678,P899644,TSLA,261.43,465.62,49563.09
H011679,P899644,VTI,384.85,404.13,184267.62
H011680,P899644,AMZN,408.82,82.8,194955.21
H011681,P899644,IVV,393.45,278.03,113792.85
H011682,P899644,TSLA,173.34,329.09,66907.99
H011683,P534176,VTI,650.75,236.32,102901.55
H011684,P534176,AMZN,14.67,343.69,3322.34
H011685,P534176,MSFT,55.9,390.91,3351.85
H011686,P534176,AAPL,257.92,461.87,48446.8
H011687,P534176,IVV,120.88,426.77,6089.32
H011688,P534176,AMZN,150.13,315.78,61080.66
H011689,P534176,GOOGL,939.58,189.4,422115.59
H011690,P534176,MSFT,96.37,165.85,43556.03
H011691,P705547,VTI,439.21,436.07,67818.24
H011692,P705547,MSFT,312.96,70.5,43896.9
H011693,P705547,SPY,469.9,452.55,189966.78
H011694,P175563,MSFT,357.95,367.11,158015.95
H011695,P175563,IVV,625.76,90.89,244706.63
H011696,P175563,IVV,613.25,247.06,97825.32
H011697,P175563,GOOGL,462.43,448.75,215826.98
H011698,P175563,IVV,723.71,159.93,343771.11
H011699,P175563,SPY,735.56,238.99,42540.16
H011700,P175563,SPY,534.39,244.87,208474.96
H011701,P175563,AMZN,411.3,57.63,122430.73
H011702,P175563,GOOGL,590.29,459.31,109473.41
H011703,P787982,GOOGL,611.47,463.66,258363.74
H011704,P787982,VTI,529.82,109.53,117118.32
H011705,P787982,TSLA,359.6,269.91,163762.27
H011706,P787982,AAPL,449.5,345.16,184225.0
H011707,P787982,AAPL,421.38,264.08,101985.27
H011708,P787982,AAPL,390.86,442.08,81719.92
H011709,P787982,TSLA,93.53,123.9,36681.5
H011710,P406340,IVV,298.36,92.63,79997.68
H011711,P406340,VTI,191.58,174.57,36927.08
H011712,P406340,TSLA,890.29,413.92,130266.44
H011713,P406340,SPY,973.82,301.86,54031.22
H011714,P406340,VTI,823.16,499.81,333154.85
H011715,P406340,AMZN,990.28,55.45,280138.52
H011716,P406340,MSFT,202.38,411.95,64495.84
H011717,P406340,IVV,632.95,214.85,111809.5
H011718,P406340,SPY,97.48,339.72,6585.65
H011719,P406340,VTI,561.61,135.28,46374.95
H011720,P449257,VTI,584.31,92.47,111432.77
H011721,P449257,VTI,308.26,271.43,56760.39
H011722,P449257,VTI,17.5,268.0,8614.17
H011723,P449257,IVV,897.17,131.52,242128.08
H011724,P285568,VTI,638.98,176.92,118105.16
H011725,P285568,VTI,853.48,161.74,75607.5
H011726,P285568,IVV,887.47,280.33,295690.66
H011727,P285568,IVV,430.73,427.94,61283.95
H011728,P285568,MSFT,344.24,119.52,162307.78
H011729,P285568,AAPL,885.99,328.35,128705.2
H011730,P285568,MSFT,676.8,479.14,285957.4
H011731,P826691,AAPL,913.52,229.92,373442.74
H011732,P826691,SPY,199.13,376.16,20380.28
H011733,P826691,VTI,534.5,202.73,61489.8
H011734,P826691,AMZN,504.98,153.65,236652.64
H011735,P826691,GOOGL,709.37,84.92,142304.52
H011736,P826691,VTI,490.15,197.97,223852.88
H011737,P826691,IVV,476.7,325.69,85435.5
H011738,P826691,GOOGL,835.61,58.69,397597.59
H011739,P584726,GOOGL,566.92,329.93,86378.86
H011740,P584726,AMZN,312.67,444.67,97428.07
H011741,P584726,IVV,171.11,62.69,13972.28
H011742,P584726,TSLA,916.57,207.46,424280.66
H011743,P584726,SPY,479.09,206.87,171204.29
H011744,P584726,AAPL,939.7,186.05,267860.59
H011745,P173346,AAPL,90.08,169.82,43286.14
H011746,P173346,MSFT,471.78,191.4,162827.61
H011747,P173346,TSLA,542.11,225.1,227511.23
H011748,P173346,IVV,389.96,373.99,132421.3
H011749,P173346,MSFT,553.58,273.24,29482.2
H011750,P631266,IVV,45.48,272.59,15049.87
H011751,P631266,VTI,593.03,481.23,105057.48
H011752,P631266,SPY,241.24,395.24,28242.32
H011753,P631266,AAPL,168.49,218.37,21245.43
H011754,P631266,AMZN,18.95,437.89,1073.68
H011755,P631266,IVV,549.11,437.9,201019.88
H011756,P631266,TSLA,667.96,295.06,277622.66
H011757,P631266,AMZN,145.47,291.05,63904.38
H011758,P631266,GOOGL,958.72,173.68,240968.69
H011759,P631266,IVV,116.28,233.96,29143.56
H011760,P940504,AMZN,481.54,201.14,142768.21
H011761,P940504,IVV,880.31,387.99,73029.76
H011762,P940504,TSLA,312.94,419.69,128081.2
H011763,P500277,AMZN,555.83,138.12,199540.48
H011764,P500277,TSLA,408.54,279.15,121574.07
H011765,P500277,AAPL,711.23,367.81,58215.19
H011766,P874533,IVV,368.13,128.96,147579.89
H011767,P874533,VTI,801.84,53.07,138739.0
H011768,P874533,VTI,950.91,79.49,291522.78
H011769,P874533,AAPL,240.16,367.49,118649.93
H011770,P874533,IVV,883.86,370.78,184765.38
H011771,P746922,IVV,358.67,466.71,161959.9
H011772,P746922,VTI,728.42,106.4,292062.61
H011773,P746922,IVV,598.13,115.06,212269.62
H011774,P746922,AAPL,488.99,460.24,114127.96
H011775,P746922,TSLA,858.92,491.28,250696.76
H011776,P509738,MSFT,53.8,230.53,5925.36
H011777,P509738,MSFT,554.63,143.94,96842.22
H011778,P509738,AMZN,533.98,164.91,224575.59
H011779,P509738,AAPL,276.95,285.58,92296.87
H011780,P509738,GOOGL,916.9,305.22,387743.48
H011781,P509738,VTI,32.56,323.11,16139.15
H011782,P509738,SPY,502.77,437.6,40415.68
H011783,P509738,SPY,660.11,151.18,152437.06
H011784,P509738,GOOGL,275.33,306.59,40117.23
H011785,P936073,VTI,289.25,244.2,28896.61
H011786,P936073,IVV,817.44,359.68,45544.67
H011787,P936073,AAPL,253.14,134.09,27770.44
H011788,P936073,AMZN,195.23,75.14,83110.44
H011789,P936073,IVV,98.31,270.67,42716.27
H011790,P387274,IVV,773.6,463.86,236297.45
H011791,P387274,AMZN,103.06,266.58,48388.7
H011792,P387274,IVV,758.62,98.34,329763.26
H011793,P387274,TSLA,795.43,481.02,345595.3
H011794,P387274,IVV,538.17,250.68,198894.73
H011795,P387274,GOOGL,560.94,396.99,150429.78
H011796,P387274,IVV,735.31,299.09,328508.95
H011797,P387274,IVV,949.97,327.42,342025.16
H011798,P157924,AAPL,380.7,382.87,70408.89
H011799,P157924,TSLA,207.56,320.66,27941.92
H011800,P157924,VTI,374.96,459.36,157575.94
H011801,P157924,AAPL,310.9,129.96,67570.53
H011802,P157924,SPY,99.55,69.55,42920.26
H011803,P157924,SPY,553.81,459.02,59428.93
H011804,P267821,AAPL,889.44,419.64,48639.42
H011805,P267821,GOOGL,719.43,195.83,284732.4
H011806,P267821,AAPL,587.82,472.09,191843.45
H011807,P267821,AAPL,936.54,268.95,367433.12
H011808,P267821,GOOGL,630.78,409.38,100790.53
H011809,P267821,SPY,481.25,496.45,114036.32
H011810,P267821,SPY,709.71,101.67,332409.44
H011811,P745274,IVV,926.81,259.94,245392.64
H011812,P745274,TSLA,564.54,172.47,43575.74
H011813,P745274,SPY,949.66,490.71,234461.84
H011814,P745274,GOOGL,673.93,400.68,124674.71
H011815,P273008,TSLA,593.25,226.67,150077.93
H011816,P273008,MSFT,350.71,217.72,38476.61
H011817,P273008,SPY,332.16,193.81,35003.0
H011818,P733080,AMZN,132.91,286.45,8789.83
H011819,P733080,TSLA,780.19,359.2,170007.47
H011820,P733080,AAPL,227.6,476.11,77948.47
H011821,P733080,MSFT,316.79,91.19,28847.13
H011822,P733080,IVV,770.47,162.93,90936.38
H011823,P733080,VTI,879.56,338.69,215547.42
H011824,P733080,VTI,441.07,70.03,31002.6
H011825,P702028,AAPL,278.57,358.14,125866.32
H011826,P702028,AAPL,84.71,330.99,21443.68
H011827,P702028,MSFT,299.58,456.11,19345.67
H011828,P702028,AAPL,806.21,62.42,45410.44
H011829,P702028,AMZN,63.71,323.66,5148.31
H011830,P702028,AMZN,824.36,471.24,375807.82
H011831,P702028,TSLA,665.46,295.16,306349.74
H011832,P702028,GOOGL,653.4,368.64,296603.6
H011833,P702028,IVV,965.89,230.49,106651.97
H011834,P702028,AAPL,821.02,229.45,134474.41
H011835,P538256,GOOGL,32.58,165.24,1780.37
H011836,P538256,VTI,779.92,211.78,236215.98
H011837,P538256,AAPL,802.59,286.33,307667.66
H011838,P538256,AAPL,471.55,468.88,63553.48
H011839,P538256,MSFT,451.17,52.55,60777.78
H011840,P538256,GOOGL,170.57,390.36,83971.9
H011841,P538256,SPY,559.1,121.47,221807.82
H011842,P538256,AMZN,331.3,303.37,121037.4
H011843,P461901,VTI,626.89,145.04,149304.83
H011844,P461901,MSFT,648.78,321.79,323211.45
H011845,P461901,TSLA,890.65,498.53,234068.42
H011846,P461901,AMZN,816.1,350.18,311250.14
H011847,P461901,AAPL,795.93,445.6,337489.54
H011848,P461901,AAPL,502.44,185.14,181779.57
H011849,P833539,VTI,771.91,445.85,270962.17
H011850,P833539,AAPL,286.79,197.99,40115.95
H011851,P833539,AMZN,157.6,492.91,32301.82
H011852,P833539,IVV,616.06,488.26,83308.07
H011853,P833539,AAPL,245.55,347.61,85977.57
H011854,P833539,TSLA,89.65,449.39,34369.02
H011855,P833539,AMZN,648.9,413.71,69009.26
H011856,P833539,AAPL,619.33,376.81,155831.04
H011857,P833539,IVV,700.28,400.05,103501.24
H011858,P404764,SPY,508.53,404.25,178308.68
H011859,P404764,MSFT,292.02,232.55,42193.6
H011860,P404764,VTI,992.08,267.57,111703.27
H011861,P404764,GOOGL,749.78,437.97,325825.75
H011862,P404764,VTI,329.71,113.01,110926.24
H011863,P404764,TSLA,599.32,423.33,219732.82
H011864,P404764,IVV,855.03,340.97,404236.75
H011865,P404764,AMZN,150.23,481.98,73282.49
H011866,P404764,GOOGL,609.91,496.48,271822.44
H011867,P404764,TSLA,569.29,424.22,269042.48
H011868,P538795,IVV,886.15,333.44,388184.38
H011869,P538795,AMZN,962.74,90.94,107661.62
H011870,P538795,IVV,460.05,475.01,46760.36
H011871,P538795,GOOGL,306.19,96.9,111089.77
H011872,P538795,VTI,501.53,90.11,240440.04
H011873,P538795,TSLA,221.11,88.63,36342.32
H011874,P538795,SPY,991.69,286.06,56306.11
H011875,P538795,AMZN,803.11,316.38,94756.85
H011876,P538795,AMZN,460.89,423.72,56478.39
H011877,P538795,VTI,91.75,348.27,32346.05
H011878,P787116,IVV,638.05,283.48,216430.59
H011879,P787116,AMZN,790.53,361.42,208813.76
H011880,P787116,AAPL,227.76,290.05,39010.45
H011881,P787116,SPY,454.49,328.71,93827.37
H011882,P787116,TSLA,798.28,168.79,265576.64
H011883,P787116,SPY,442.04,435.8,167392.06
H011884,P787116,AMZN,583.38,412.03,228770.51
H011885,P783401,VTI,337.07,474.28,66634.7
H011886,P783401,GOOGL,92.35,206.27,34706.08
H011887,P783401,TSLA,953.23,198.96,103564.22
H011888,P783401,TSLA,592.29,318.41,104549.29
H011889,P255656,SPY,420.24,146.3,194008.57
H011890,P255656,IVV,545.22,466.35,190346.19
H011891,P255656,AMZN,624.23,197.02,201477.28
H011892,P255656,VTI,157.81,365.86,58986.55
H011893,P255656,MSFT,764.56,357.76,266172.87
H011894,P255656,AMZN,52.47,357.12,13285.58
H011895,P255656,IVV,445.95,498.6,59913.5
H011896,P255656,SPY,398.33,407.79,151982.03
H011897,P255656,IVV,18.8,350.79,9067.88
H011898,P932931,AMZN,490.41,260.22,177520.65
H011899,P932931,AMZN,183.93,53.41,90034.11
H011900,P932931,IVV,975.24,216.91,445142.28
H011901,P932931,VTI,532.17,309.6,74009.76
H011902,P932931,MSFT,924.91,376.27,328338.45
H011903,P932931,VTI,141.04,224.36,14092.19
H011904,P932931,AAPL,746.67,145.76,111199.34
H011905,P932931,IVV,244.55,270.06,102787.32
H011906,P932931,TSLA,354.62,151.34,45797.49
H011907,P824750,IVV,833.0,50.08,358489.99
H011908,P824750,GOOGL,471.3,164.29,26886.99
H011909,P824750,IVV,276.86,474.54,106241.49
H011910,P824750,AMZN,675.37,303.61,112363.96
H011911,P824750,AAPL,86.92,115.84,32140.82
H011912,P824750,VTI,480.14,51.75,72745.32
H011913,P824750,IVV,269.03,457.21,113820.68
H011914,P824750,MSFT,785.5,433.13,329179.53
H011915,P869594,MSFT,624.86,445.0,76865.21
H011916,P869594,AMZN,115.62,177.2,11765.73
H011917,P869594,SPY,723.91,311.93,240044.11
H011918,P140091,TSLA,589.52,215.31,88204.97
H011919,P140091,MSFT,982.23,321.38,342132.63
H011920,P140091,MSFT,32.71,399.21,6771.45
H011921,P140091,SPY,609.8,434.41,205132.99
H011922,P140091,TSLA,862.57,122.64,351097.66
H011923,P134415,TSLA,272.1,288.85,48465.83
H011924,P134415,GOOGL,895.46,313.89,89638.07
H011925,P134415,GOOGL,739.11,229.21,366579.44
H011926,P134415,AMZN,936.34,363.51,193456.22
H011927,P119604,VTI,278.0,262.95,60253.74
H011928,P119604,TSLA,54.41,124.69,27143.44
H011929,P119604,AAPL,751.21,286.07,350597.59
H011930,P119604,IVV,574.94,75.27,236032.47
H011931,P990287,VTI,856.79,238.21,317390.11
H011932,P990287,SPY,761.08,130.56,346128.88
H011933,P990287,AAPL,926.95,98.15,258296.67
H011934,P990287,IVV,560.28,454.41,155161.12
H011935,P990287,AAPL,700.83,135.94,253066.41
H011936,P990287,AAPL,171.29,309.42,68058.02
H011937,P891030,VTI,411.13,355.67,194094.79
H011938,P891030,SPY,673.53,418.02,308235.83
H011939,P891030,SPY,351.01,191.57,104959.99
H011940,P891030,SPY,553.89,204.48,115555.55
H011941,P891030,AMZN,978.72,416.93,227539.16
H011942,P517377,SPY,463.7,386.19,209146.06
H011943,P517377,AAPL,789.01,446.88,229114.3
H011944,P517377,GOOGL,491.61,438.27,108920.73
H011945,P517377,TSLA,987.83,64.11,446098.02
H011946,P517377,TSLA,111.96,373.72,52865.4
H011947,P517377,AMZN,70.34,373.26,19603.2
H011948,P517377,SPY,529.27,347.55,115671.74
H011949,P517377,GOOGL,720.33,183.57,202176.85
H011950,P517377,GOOGL,575.56,97.56,162493.37
H011951,P517377,AMZN,839.61,318.33,137171.56
H011952,P697840,SPY,75.63,381.0,14997.85
H011953,P697840,IVV,331.29,322.16,31394.61
H011954,P697840,AAPL,627.23,263.78,42360.06
H011955,P697840,VTI,102.7,107.7,25448.37
H011956,P697840,TSLA,911.01,351.57,87285.84
H011957,P697840,MSFT,102.03,412.22,48440.39
H011958,P697840,VTI,208.32,486.44,29959.89
H011959,P256860,VTI,106.77,397.68,40200.66
H011960,P256860,MSFT,22.83,417.68,4623.98
H011961,P256860,SPY,391.24,390.2,65982.58
H011962,P256860,VTI,625.1,320.22,200482.6
H011963,P256860,AMZN,206.62,272.44,17360.89
H011964,P256860,SPY,647.22,104.99,268631.75
H011965,P256860,SPY,239.2,62.82,20664.47
H011966,P282503,AAPL,799.92,176.99,354603.84
H011967,P282503,MSFT,371.34,367.46,181378.86
H011968,P282503,VTI,116.8,98.69,56625.16
H011969,P282503,GOOGL,265.87,389.03,83800.9
H011970,P282503,SPY,252.7,489.24,43881.91
H011971,P282503,SPY,53.99,180.92,12118.1
H011972,P282503,GOOGL,641.92,177.79,151780.22
H011973,P282503,SPY,469.35,147.3,78625.72
H011974,P521917,GOOGL,909.1,119.41,177982.29
H011975,P521917,AAPL,618.92,435.13,73121.45
H011976,P521917,VTI,333.14,250.92,165764.24
H011977,P521917,IVV,221.94,349.85,59278.38
H011978,P521917,VTI,695.55,259.78,56603.84
H011979,P521917,VTI,574.14,197.92,138779.08
H011980,P521917,GOOGL,722.85,237.91,162274.16
H011981,P521917,VTI,181.05,140.15,26115.24
H011982,P521917,AAPL,126.98,214.82,56083.7
H011983,P249944,AAPL,900.02,424.31,173002.31
H011984,P249944,VTI,576.03,160.42,217219.01
H011985,P249944,TSLA,256.91,122.2,97212.25
H011986,P249944,TSLA,582.68,369.11,137437.99
H011987,P249944,AAPL,630.92,106.81,302067.27
H011988,P332922,SPY,505.64,224.75,66862.37
H011989,P332922,VTI,931.82,233.37,87825.25
H011990,P332922,TSLA,246.6,230.36,116037.32
H011991,P332922,AMZN,193.49,254.15,72292.25
H011992,P332922,MSFT,266.71,192.22,64156.65
H011993,P332922,MSFT,895.25,378.38,258612.31
H011994,P405041,AMZN,124.04,294.76,22453.5
H011995,P405041,GOOGL,485.5,170.94,219892.07
H011996,P405041,MSFT,506.8,216.46,55635.38
H011997,P405041,AMZN,913.54,243.11,144809.2
H011998,P405041,SPY,952.78,485.82,190453.88
H011999,P405041,IVV,599.82,281.35,223240.02
H012000,P405041,GOOGL,830.32,412.78,322625.09
H012001,P276317,GOOGL,902.89,108.45,257931.82
H012002,P276317,TSLA,713.09,240.63,45515.04
H012003,P276317,AMZN,811.32,175.64,40699.27
H012004,P276317,TSLA,648.8,181.72,294658.48
H012005,P276317,MSFT,293.82,157.42,79333.14
H012006,P276317,AMZN,32.25,333.26,5808.29
H012007,P746820,MSFT,647.75,281.67,250045.77
H012008,P746820,TSLA,146.1,418.32,56151.23
H012009,P746820,IVV,47.2,224.42,6078.92
H012010,P746820,MSFT,247.39,317.24,116691.52
H012011,P332279,TSLA,105.84,356.15,33076.98
H012012,P332279,TSLA,902.13,371.0,337652.49
H012013,P332279,AMZN,843.47,173.8,189063.86
H012014,P332279,SPY,916.93,143.38,382674.74
H012015,P332279,VTI,301.99,382.22,140094.93
H012016,P332279,TSLA,937.9,445.5,99309.59
H012017,P332279,IVV,221.0,54.86,30212.53
H012018,P811451,MSFT,610.13,281.34,231017.81
H012019,P811451,VTI,923.38,120.55,189107.77
H012020,P811451,AAPL,533.9,338.53,160584.96
H012021,P811451,TSLA,58.95,464.62,14154.73
H012022,P811451,AAPL,461.96,409.22,153825.15
H012023,P786046,MSFT,681.15,100.17,78756.18
H012024,P786046,IVV,544.56,142.39,219499.33
H012025,P786046,SPY,601.23,251.87,196171.08
H012026,P786046,SPY,415.57,338.03,81010.03
H012027,P786046,GOOGL,36.63,205.05,18091.35
H012028,P786046,AAPL,264.33,188.95,96587.08
H012029,P786046,VTI,240.02,159.12,118049.54
H012030,P786046,IVV,941.11,291.17,342698.2
H012031,P786046,IVV,480.44,321.05,69579.89
H012032,P186950,AMZN,352.94,387.8,90447.75
H012033,P186950,GOOGL,442.96,326.23,82577.01
