portfolio_id,client_id,portfolio_name,total_value,currency,creation_date
P765913,554,Sustainable Investment Portfolio,760056.72,USD,2024-12-28
P707499,555,Balanced Growth Portfolio,810147.08,EUR,2015-08-11
P996572,556,Dynamic Opportunities Portfolio,747564.34,USD,2022-06-12
P172731,556,Global Diversification Portfolio,677180.02,CHF,2020-07-22
P858178,556,Balanced Growth Portfolio,941650.49,EUR,2019-11-06
P664202,557,Sustainable Investment Portfolio,429342.62,CHF,2023-12-20
P134754,557,Conservative Wealth Plan Portfolio,766635.35,CHF,2015-10-02
P392692,558,Global Diversification Portfolio,103701.79,USD,2023-06-12
P132821,558,Sustainable Investment Portfolio,617173.82,CHF,2023-06-08
P625401,559,High-Yield Income Portfolio,556424.25,CHF,2024-08-02
P144517,559,Balanced Growth Portfolio,785405.75,USD,2022-05-09
P392439,560,Balanced Growth Portfolio,837802.89,USD,2021-07-25
P202219,560,Global Diversification Portfolio,195318.21,EUR,2015-03-18
P845842,560,Global Diversification Portfolio,756374.7,USD,2016-05-31
P822098,561,Global Diversification Portfolio,401811.94,CHF,2017-06-08
P184986,561,High-Yield Income Portfolio,955372.08,CHF,2021-04-22
P256833,561,Sustainable Investment Portfolio,753051.83,USD,2020-04-04
P796869,562,Global Diversification Portfolio,358422.66,CHF,2024-08-22
P574712,562,Balanced Growth Portfolio,259601.33,EUR,2016-01-28
P142281,562,Balanced Growth Portfolio,130220.66,USD,2015-11-14
P284237,563,Dynamic Opportunities Portfolio,337860.56,USD,2018-08-03
P435825,564,Sustainable Investment Portfolio,862199.51,CHF,2019-10-27
P529889,565,Dynamic Opportunities Portfolio,619857.01,USD,2023-02-28
P581759,566,High-Yield Income Portfolio,659029.71,CHF,2023-06-06
P185910,566,Balanced Growth Portfolio,621138.11,CHF,2021-02-11
P522880,566,Balanced Growth Portfolio,517220.16,EUR,2017-06-25
P719164,567,Conservative Wealth Plan Portfolio,762246.29,EUR,2021-05-13
P629570,567,Sustainable Investment Portfolio,890232.85,EUR,2024-08-12
P368912,568,Dynamic Opportunities Portfolio,629126.22,EUR,2016-05-09
P786142,568,Balanced Growth Portfolio,230414.98,CHF,2021-12-09
P483716,568,Sustainable Investment Portfolio,426325.45,CHF,2019-02-18
P353736,569,Balanced Growth Portfolio,719957.21,USD,2018-10-04
P737242,569,Sustainable Investment Portfolio,413477.32,USD,2019-08-16
P741099,569,Sustainable Investment Portfolio,161705.0,EUR,2017-09-04
P588327,570,Balanced Growth Portfolio,211087.14,EUR,2018-08-17
P897182,571,Conservative Wealth Plan Portfolio,536463.45,USD,2016-03-10
P151618,571,Balanced Growth Portfolio,59916.0,USD,2023-06-24
P880323,571,Dynamic Opportunities Portfolio,673905.92,CHF,2015-04-09
P795370,572,High-Yield Income Portfolio,118351.12,USD,2022-07-31
P318312,572,Global Diversification Portfolio,588811.13,CHF,2023-11-18
P494415,572,Conservative Wealth Plan Portfolio,496865.85,CHF,2018-06-14
P897729,573,Dynamic Opportunities Portfolio,271512.14,EUR,2016-09-11
P143747,574,Global Diversification Portfolio,707034.35,USD,2023-12-29
P918598,574,Global Diversification Portfolio,572842.43,CHF,2015-03-07
P906857,575,Balanced Growth Portfolio,667484.32,EUR,2017-08-05
P246310,575,Conservative Wealth Plan Portfolio,284015.43,CHF,2024-01-10
P960095,575,Balanced Growth Portfolio,437210.02,USD,2016-07-07
P806208,576,Conservative Wealth Plan Portfolio,411500.28,EUR,2023-05-22
P251813,577,Conservative Wealth Plan Portfolio,462616.31,EUR,2018-05-23
P446226,577,Sustainable Investment Portfolio,465336.37,EUR,2016-03-01
P862259,578,High-Yield Income Portfolio,567145.07,CHF,2016-05-15
P750216,578,Dynamic Opportunities Portfolio,550404.23,USD,2024-01-14
P542563,579,Conservative Wealth Plan Portfolio,645823.21,CHF,2018-07-14
P783209,579,Conservative Wealth Plan Portfolio,902366.99,EUR,2020-01-08
P273134,580,High-Yield Income Portfolio,389069.93,USD,2018-07-18
P711402,581,High-Yield Income Portfolio,85752.94,EUR,2016-12-26
P616046,582,Balanced Growth Portfolio,713304.1,USD,2024-08-05
P980150,583,Global Diversification Portfolio,503087.99,EUR,2021-12-28
P455841,583,Global Diversification Portfolio,776439.78,USD,2020-01-07
P637072,584,Dynamic Opportunities Portfolio,301009.67,EUR,2022-09-22
P809513,585,Dynamic Opportunities Portfolio,651405.73,USD,2020-04-22
P795060,585,Global Diversification Portfolio,119422.34,CHF,2018-01-18
P801927,586,Global Diversification Portfolio,243234.89,EUR,2024-04-10
P543112,587,Dynamic Opportunities Portfolio,853966.77,CHF,2020-09-11
P819823,588,Dynamic Opportunities Portfolio,514737.77,EUR,2023-10-29
P664738,588,High-Yield Income Portfolio,729608.2,USD,2022-01-20
P922222,589,Sustainable Investment Portfolio,818182.04,USD,2021-08-27
P400094,589,Global Diversification Portfolio,876025.57,CHF,2022-03-07
P914925,590,Conservative Wealth Plan Portfolio,975484.18,USD,2022-11-01
P282968,590,Dynamic Opportunities Portfolio,542172.52,CHF,2021-07-17
P540458,590,Dynamic Opportunities Portfolio,125721.86,CHF,2018-10-14
P821483,591,Dynamic Opportunities Portfolio,621271.0,USD,2024-03-28
P392476,592,Conservative Wealth Plan Portfolio,219033.62,USD,2019-04-15
P389850,592,Balanced Growth Portfolio,344698.83,USD,2020-03-18
P235081,592,High-Yield Income Portfolio,349316.2,USD,2023-03-20
P415030,593,High-Yield Income Portfolio,103789.99,EUR,2020-05-19
P116082,594,Conservative Wealth Plan Portfolio,852017.28,USD,2018-10-26
P794896,595,Conservative Wealth Plan Portfolio,329355.44,USD,2020-05-08
P157974,595,Global Diversification Portfolio,820513.64,CHF,2021-04-09
P515192,595,High-Yield Income Portfolio,358713.45,EUR,2020-12-04
P818690,596,Balanced Growth Portfolio,693168.22,EUR,2019-01-25
P587273,596,Sustainable Investment Portfolio,537135.31,EUR,2023-11-25
P418585,596,High-Yield Income Portfolio,800901.72,EUR,2016-07-20
P866949,597,Dynamic Opportunities Portfolio,142395.96,USD,2022-05-21
P489748,597,High-Yield Income Portfolio,694567.73,EUR,2019-01-09
P576690,598,Dynamic Opportunities Portfolio,934769.27,EUR,2021-04-13
P668588,598,Sustainable Investment Portfolio,496755.84,CHF,2016-11-02
P779353,598,Balanced Growth Portfolio,176946.8,USD,2016-08-24
P995782,599,Global Diversification Portfolio,164757.11,CHF,2023-05-31
P287104,600,Conservative Wealth Plan Portfolio,634106.14,EUR,2021-10-03
P206226,600,Balanced Growth Portfolio,115972.65,EUR,2020-10-01
P676864,600,Sustainable Investment Portfolio,915184.42,EUR,2023-07-21
P550073,601,Dynamic Opportunities Portfolio,181874.98,USD,2024-03-05
P891240,601,Balanced Growth Portfolio,564483.22,USD,2022-05-18
P808776,601,Global Diversification Portfolio,239229.24,EUR,2021-05-09
P630862,602,Sustainable Investment Portfolio,793116.59,EUR,2017-12-14
P910180,602,High-Yield Income Portfolio,278071.44,EUR,2024-02-04
P325358,602,Dynamic Opportunities Portfolio,754652.78,USD,2015-11-04
P282835,603,Global Diversification Portfolio,209174.35,EUR,2017-07-14
P230583,603,High-Yield Income Portfolio,952534.57,CHF,2018-08-27
P529459,603,Balanced Growth Portfolio,273781.95,EUR,2018-10-22
P277182,604,Dynamic Opportunities Portfolio,957577.15,EUR,2015-10-19
P902419,604,High-Yield Income Portfolio,600772.04,EUR,2023-07-10
P890879,604,Global Diversification Portfolio,483180.78,USD,2019-08-18
P268673,605,Dynamic Opportunities Portfolio,50700.26,USD,2016-06-07
P281993,605,Conservative Wealth Plan Portfolio,420809.82,CHF,2018-09-22
P978144,605,High-Yield Income Portfolio,835384.45,EUR,2023-02-11
P750529,606,Global Diversification Portfolio,554251.65,USD,2019-03-06
P198458,606,Global Diversification Portfolio,489114.23,CHF,2020-12-01
P145504,607,Dynamic Opportunities Portfolio,279702.85,EUR,2020-10-22
P234675,608,Global Diversification Portfolio,871260.31,CHF,2024-09-23
P901056,609,High-Yield Income Portfolio,724969.35,CHF,2018-10-07
P987405,610,Global Diversification Portfolio,873709.82,CHF,2016-07-04
P580216,610,Dynamic Opportunities Portfolio,576921.23,EUR,2020-10-30
P375593,610,High-Yield Income Portfolio,905570.26,EUR,2020-11-29
P875429,611,Sustainable Investment Portfolio,628396.96,CHF,2024-02-10
P918562,612,Sustainable Investment Portfolio,200571.77,CHF,2023-09-11
P545940,613,High-Yield Income Portfolio,907273.13,EUR,2024-07-05
P418442,613,Global Diversification Portfolio,651230.48,USD,2017-06-23
P135030,613,Dynamic Opportunities Portfolio,675432.45,EUR,2021-07-23
P571562,614,Global Diversification Portfolio,790971.76,EUR,2019-04-18
P240550,614,Dynamic Opportunities Portfolio,507166.38,EUR,2021-07-21
P499708,614,Dynamic Opportunities Portfolio,869089.85,CHF,2019-10-29
P818546,615,Conservative Wealth Plan Portfolio,283227.03,USD,2016-04-17
P792871,615,Global Diversification Portfolio,191204.24,USD,2015-06-14
P640151,616,Sustainable Investment Portfolio,532585.37,EUR,2015-10-06
P809924,616,Sustainable Investment Portfolio,52763.54,USD,2022-11-23
P859499,617,High-Yield Income Portfolio,174575.2,EUR,2022-06-25
P296275,617,Global Diversification Portfolio,427401.09,CHF,2019-03-07
P713946,618,Global Diversification Portfolio,960692.0,USD,2017-10-13
P603561,618,Sustainable Investment Portfolio,637025.55,CHF,2019-10-14
P957405,618,Conservative Wealth Plan Portfolio,954057.05,CHF,2022-09-02
P619206,619,Balanced Growth Portfolio,553420.78,USD,2023-02-21
P192057,619,Sustainable Investment Portfolio,239811.21,EUR,2018-07-07
P670110,619,Balanced Growth Portfolio,455629.31,USD,2023-06-17
P970845,620,Sustainable Investment Portfolio,264141.0,USD,2023-05-20
P572703,620,Balanced Growth Portfolio,894817.13,USD,2016-10-24
P240959,620,High-Yield Income Portfolio,349869.39,USD,2023-09-23
P138969,621,Balanced Growth Portfolio,908224.45,EUR,2023-07-03
P568688,621,High-Yield Income Portfolio,716788.16,USD,2019-07-07
P654601,621,Dynamic Opportunities Portfolio,50120.54,EUR,2017-11-18
P539651,622,Conservative Wealth Plan Portfolio,546479.99,CHF,2023-02-20
P249340,622,Sustainable Investment Portfolio,378344.8,CHF,2015-05-23
P426673,622,Global Diversification Portfolio,168262.31,USD,2023-01-14
P641859,623,High-Yield Income Portfolio,666884.12,USD,2017-05-17
P260230,624,Balanced Growth Portfolio,611041.44,USD,2017-12-18
P514603,624,High-Yield Income Portfolio,638487.63,USD,2024-07-10
P860941,624,Balanced Growth Portfolio,613561.24,CHF,2023-11-24
P106930,625,High-Yield Income Portfolio,595326.51,USD,2018-07-26
P456336,625,High-Yield Income Portfolio,334611.72,USD,2017-01-26
P557507,626,Conservative Wealth Plan Portfolio,867491.93,EUR,2023-02-15
P262545,626,Conservative Wealth Plan Portfolio,919998.25,EUR,2019-03-19
P623105,627,Global Diversification Portfolio,828344.79,EUR,2016-06-19
P863253,627,High-Yield Income Portfolio,444293.51,CHF,2020-02-08
P273319,627,Global Diversification Portfolio,764334.23,EUR,2021-09-11
P683842,628,High-Yield Income Portfolio,504887.44,EUR,2024-06-26
P783828,628,Sustainable Investment Portfolio,158666.81,EUR,2020-05-11
P287277,629,Conservative Wealth Plan Portfolio,565752.29,EUR,2019-11-01
P192578,629,Balanced Growth Portfolio,560863.88,CHF,2021-04-25
P900144,630,Global Diversification Portfolio,321040.78,CHF,2019-03-21
P750540,631,Balanced Growth Portfolio,61034.49,USD,2015-08-11
P263881,631,Balanced Growth Portfolio,523475.93,CHF,2015-02-13
P247612,632,High-Yield Income Portfolio,181457.65,USD,2023-09-24
P540189,633,Sustainable Investment Portfolio,897641.01,EUR,2024-05-15
P201439,633,Global Diversification Portfolio,215009.94,CHF,2022-03-09
P526581,633,Conservative Wealth Plan Portfolio,395922.55,USD,2021-01-06
P546564,634,Conservative Wealth Plan Portfolio,524719.56,EUR,2022-01-22
P764402,635,Dynamic Opportunities Portfolio,740436.33,USD,2020-07-18
P969646,635,Dynamic Opportunities Portfolio,192710.24,USD,2022-06-09
P575279,636,Dynamic Opportunities Portfolio,708302.31,EUR,2017-05-14
P297591,637,Dynamic Opportunities Portfolio,292113.96,EUR,2019-12-23
P251262,637,High-Yield Income Portfolio,876132.21,USD,2022-10-10
P549601,637,Balanced Growth Portfolio,371878.52,CHF,2017-02-03
P949052,638,High-Yield Income Portfolio,883953.56,USD,2018-05-23
P356920,639,Global Diversification Portfolio,599818.35,EUR,2015-03-06
P988505,640,High-Yield Income Portfolio,834479.8,EUR,2021-02-16
P447494,640,Global Diversification Portfolio,951035.01,EUR,2016-03-27
P504443,640,Conservative Wealth Plan Portfolio,946511.79,EUR,2018-09-16
P401686,641,High-Yield Income Portfolio,882908.85,CHF,2017-06-29
P796495,641,High-Yield Income Portfolio,314937.42,EUR,2023-05-09
P474138,642,Balanced Growth Portfolio,736864.64,USD,2021-09-13
P936166,642,Global Diversification Portfolio,596144.45,EUR,2019-10-10
P970287,642,Balanced Growth Portfolio,775875.74,EUR,2021-12-03
P930528,643,Balanced Growth Portfolio,238572.02,CHF,2017-12-18
P268116,644,Conservative Wealth Plan Portfolio,110322.6,USD,2024-06-05
P685410,645,Global Diversification Portfolio,253043.39,CHF,2022-05-23
P423334,645,Conservative Wealth Plan Portfolio,554136.69,USD,2020-06-03
P472078,645,Global Diversification Portfolio,504737.94,EUR,2018-05-27
P659971,646,Global Diversification Portfolio,733819.53,USD,2023-04-01
P441180,647,High-Yield Income Portfolio,293277.63,EUR,2016-02-05
P898806,647,Conservative Wealth Plan Portfolio,96210.49,EUR,2023-07-28
P975979,648,High-Yield Income Portfolio,858188.56,CHF,2016-10-10
P869496,649,Dynamic Opportunities Portfolio,237917.95,CHF,2019-11-09
P419040,649,Global Diversification Portfolio,322637.62,EUR,2023-10-08
P453204,649,Dynamic Opportunities Portfolio,123753.77,CHF,2021-01-15
P758541,650,Global Diversification Portfolio,294892.65,EUR,2018-04-30
P313218,650,Balanced Growth Portfolio,344067.83,EUR,2015-12-10
P643336,650,Sustainable Investment Portfolio,113796.13,EUR,2015-01-01
P794221,651,Balanced Growth Portfolio,227892.38,CHF,2024-03-09
P916690,652,Conservative Wealth Plan Portfolio,371140.97,USD,2015-09-29
P278489,652,Conservative Wealth Plan Portfolio,121087.82,EUR,2020-09-18
P534406,652,Balanced Growth Portfolio,167002.12,EUR,2018-01-30
P573773,653,Conservative Wealth Plan Portfolio,383505.19,CHF,2023-09-04
P918096,653,Conservative Wealth Plan Portfolio,354440.23,USD,2016-09-12
P556720,654,Global Diversification Portfolio,941781.06,CHF,2019-09-13
P668147,655,Global Diversification Portfolio,50760.32,CHF,2020-12-26
P639604,655,Balanced Growth Portfolio,585635.19,USD,2022-01-28
P363642,655,Balanced Growth Portfolio,364527.5,EUR,2015-07-19
P584628,656,Dynamic Opportunities Portfolio,837769.66,USD,2024-03-03
P177342,656,Balanced Growth Portfolio,611260.94,EUR,2019-02-06
P828156,656,Balanced Growth Portfolio,579705.49,EUR,2020-06-18
P167492,657,Balanced Growth Portfolio,450440.64,USD,2020-09-25
P777257,657,Global Diversification Portfolio,750561.69,EUR,2016-05-20
P685207,657,High-Yield Income Portfolio,386815.96,CHF,2018-01-30
P315577,658,High-Yield Income Portfolio,149905.79,EUR,2024-10-17
P301916,658,Conservative Wealth Plan Portfolio,862112.21,CHF,2024-04-05
P854397,658,Conservative Wealth Plan Portfolio,481450.93,USD,2022-12-23
P952741,659,Conservative Wealth Plan Portfolio,710616.08,USD,2023-02-03
P962244,659,High-Yield Income Portfolio,403602.78,USD,2018-09-19
P120106,659,Conservative Wealth Plan Portfolio,930189.02,USD,2023-02-25
P921949,660,High-Yield Income Portfolio,575240.68,USD,2024-10-30
P894373,660,Dynamic Opportunities Portfolio,285264.93,USD,2016-01-02
P963993,661,Balanced Growth Portfolio,617622.36,CHF,2017-09-18
P886767,662,Global Diversification Portfolio,163867.37,CHF,2015-04-21
P744416,663,Sustainable Investment Portfolio,757857.06,USD,2023-06-13
P904439,664,Global Diversification Portfolio,586333.71,CHF,2017-08-11
P511557,665,High-Yield Income Portfolio,349292.3,EUR,2022-03-26
P110256,665,Sustainable Investment Portfolio,293886.66,EUR,2022-10-18
P724726,666,Balanced Growth Portfolio,138497.03,EUR,2016-12-05
P800110,667,Conservative Wealth Plan Portfolio,951217.52,USD,2017-08-14
P615393,667,Conservative Wealth Plan Portfolio,555117.69,EUR,2020-06-14
P318949,667,Dynamic Opportunities Portfolio,420951.23,USD,2024-03-25
P669549,668,Global Diversification Portfolio,163889.88,EUR,2016-08-27
P610495,668,Sustainable Investment Portfolio,706740.72,EUR,2015-01-02
P398587,668,Conservative Wealth Plan Portfolio,679602.37,USD,2023-12-11
P286150,669,Balanced Growth Portfolio,341157.72,USD,2019-12-21
P136266,670,Sustainable Investment Portfolio,470209.54,USD,2021-07-16
P510158,671,High-Yield Income Portfolio,725342.91,EUR,2016-05-19
P241522,671,Sustainable Investment Portfolio,708316.99,USD,2024-04-28
P472437,672,High-Yield Income Portfolio,247220.12,EUR,2021-10-05
P253718,672,Global Diversification Portfolio,910144.91,EUR,2015-04-01
P421085,673,Conservative Wealth Plan Portfolio,243826.3,EUR,2017-10-13
P777549,674,Balanced Growth Portfolio,928675.85,EUR,2021-05-14
P608974,675,High-Yield Income Portfolio,386447.3,EUR,2020-09-20
P544718,675,Dynamic Opportunities Portfolio,456180.13,CHF,2016-10-14
P243294,676,Conservative Wealth Plan Portfolio,297087.06,EUR,2015-06-29
P723558,676,Balanced Growth Portfolio,665273.79,USD,2024-05-12
P212544,677,Conservative Wealth Plan Portfolio,633005.37,EUR,2018-04-16
P841153,677,Sustainable Investment Portfolio,328867.96,EUR,2021-07-25
P178634,677,Balanced Growth Portfolio,280985.82,CHF,2023-03-06
P529397,678,Sustainable Investment Portfolio,78125.49,USD,2018-03-04
P207619,679,Global Diversification Portfolio,384225.88,CHF,2022-06-26
P675562,679,Conservative Wealth Plan Portfolio,290443.37,USD,2022-12-30
P215867,680,Global Diversification Portfolio,324637.9,USD,2015-01-06
P765131,681,Conservative Wealth Plan Portfolio,809129.16,EUR,2017-08-04
P263518,681,High-Yield Income Portfolio,842419.56,EUR,2024-05-03
P349335,682,Sustainable Investment Portfolio,283543.23,EUR,2023-12-01
P455285,683,Balanced Growth Portfolio,302498.92,USD,2020-12-08
P935460,683,Conservative Wealth Plan Portfolio,784603.79,CHF,2022-03-25
P334659,683,Conservative Wealth Plan Portfolio,109335.56,EUR,2016-07-25
P895159,684,Conservative Wealth Plan Portfolio,308471.1,CHF,2015-08-24
P277635,685,Sustainable Investment Portfolio,51379.38,EUR,2018-10-28
P823479,685,High-Yield Income Portfolio,422374.16,USD,2022-02-11
P800135,686,Sustainable Investment Portfolio,418817.61,EUR,2021-02-20
P347211,686,Dynamic Opportunities Portfolio,824003.6,CHF,2019-02-19
P334212,686,Balanced Growth Portfolio,868049.06,EUR,2022-08-19
P872724,687,Balanced Growth Portfolio,664973.64,CHF,2015-09-07
P681284,687,Dynamic Opportunities Portfolio,390059.83,CHF,2022-01-23
P736857,687,Balanced Growth Portfolio,194784.46,CHF,2019-11-18
P708471,688,Sustainable Investment Portfolio,251201.1,EUR,2021-02-20
P101226,688,High-Yield Income Portfolio,672707.74,USD,2024-07-01
P235419,688,Global Diversification Portfolio,259275.78,EUR,2024-08-07
P488122,689,High-Yield Income Portfolio,735113.91,EUR,2024-02-19
P107356,690,Conservative Wealth Plan Portfolio,768524.76,USD,2017-02-07
P117391,690,Balanced Growth Portfolio,399130.67,CHF,2015-09-25
P214026,690,Sustainable Investment Portfolio,604399.61,USD,2022-08-28
P157991,691,Sustainable Investment Portfolio,972473.65,USD,2023-10-28
P659646,691,High-Yield Income Portfolio,356490.09,EUR,2016-07-21
P793128,691,Sustainable Investment Portfolio,509410.05,CHF,2021-03-07
P758277,692,Sustainable Investment Portfolio,762311.11,CHF,2015-12-03
P231926,692,Conservative Wealth Plan Portfolio,403220.27,EUR,2023-01-27
P333709,692,Sustainable Investment Portfolio,87206.68,CHF,2015-06-09
P638499,693,Dynamic Opportunities Portfolio,989298.61,USD,2020-08-31
P521255,693,Balanced Growth Portfolio,335574.19,USD,2023-04-12
P318117,693,Balanced Growth Portfolio,772068.14,USD,2019-10-21
P192807,694,Dynamic Opportunities Portfolio,705181.69,USD,2020-12-21
P834508,695,High-Yield Income Portfolio,998185.95,CHF,2019-11-28
P188082,695,Conservative Wealth Plan Portfolio,834123.08,EUR,2015-01-28
P702416,696,Balanced Growth Portfolio,484883.19,USD,2017-04-11
P661920,696,Conservative Wealth Plan Portfolio,482090.1,EUR,2017-01-01
P573156,696,Conservative Wealth Plan Portfolio,863055.75,USD,2015-02-13
P608869,697,Balanced Growth Portfolio,294705.54,USD,2016-07-04
P651776,697,Balanced Growth Portfolio,677569.99,CHF,2021-07-21
P972755,698,Dynamic Opportunities Portfolio,143198.07,CHF,2022-04-19
P202369,698,Conservative Wealth Plan Portfolio,115197.06,EUR,2022-11-06
P694853,699,Sustainable Investment Portfolio,828558.93,CHF,2019-09-10
P687995,699,Global Diversification Portfolio,958342.59,EUR,2016-03-01
P483364,699,Balanced Growth Portfolio,614141.45,USD,2024-07-14
P749516,700,Global Diversification Portfolio,740347.86,USD,2022-05-09
P171689,700,Sustainable Investment Portfolio,219449.94,CHF,2020-04-05
P847261,701,Global Diversification Portfolio,325827.37,CHF,2015-10-05
P514727,701,High-Yield Income Portfolio,102891.95,CHF,2021-11-26
P235458,702,Sustainable Investment Portfolio,729878.93,CHF,2022-03-30
P713748,702,High-Yield Income Portfolio,302982.93,CHF,2016-11-25
P238070,703,Conservative Wealth Plan Portfolio,839892.51,USD,2024-02-04
P527354,703,Dynamic Opportunities Portfolio,299255.26,EUR,2022-11-14
P364292,704,Sustainable Investment Portfolio,766813.61,EUR,2018-08-10
P174833,704,High-Yield Income Portfolio,176580.37,CHF,2022-06-02
P276805,705,Global Diversification Portfolio,625180.99,CHF,2024-08-14
P520534,705,Balanced Growth Portfolio,82377.48,USD,2024-11-03
P782190,706,Global Diversification Portfolio,433761.65,USD,2017-09-27
P581331,707,Conservative Wealth Plan Portfolio,202006.42,EUR,2017-07-05
P819798,708,Sustainable Investment Portfolio,859837.58,EUR,2018-03-30
P236292,708,Conservative Wealth Plan Portfolio,196047.52,CHF,2023-04-18
P249167,708,High-Yield Income Portfolio,343436.83,USD,2020-10-12
P323551,709,Sustainable Investment Portfolio,172825.39,EUR,2017-03-06
P939136,710,Sustainable Investment Portfolio,528644.92,CHF,2016-05-09
P234999,710,Dynamic Opportunities Portfolio,984743.6,USD,2024-09-21
P374713,710,High-Yield Income Portfolio,898759.68,CHF,2023-05-03
P244375,711,Balanced Growth Portfolio,697096.94,CHF,2021-03-04
P549538,711,Dynamic Opportunities Portfolio,394408.25,USD,2020-12-05
P749766,711,Dynamic Opportunities Portfolio,416451.05,EUR,2016-12-30
P344469,712,Dynamic Opportunities Portfolio,918604.83,USD,2023-05-31
P438936,712,High-Yield Income Portfolio,828025.95,EUR,2024-10-09
P376251,713,Sustainable Investment Portfolio,200344.61,CHF,2021-02-25
P238690,713,Balanced Growth Portfolio,761373.33,EUR,2022-06-25
P248986,714,Balanced Growth Portfolio,977268.85,EUR,2017-03-22
P289080,714,Global Diversification Portfolio,88417.98,CHF,2020-08-11
P776710,714,Sustainable Investment Portfolio,792240.48,CHF,2017-09-21
P273114,715,Global Diversification Portfolio,273503.48,CHF,2023-10-08
P683515,715,Balanced Growth Portfolio,506745.33,USD,2015-11-11
P585737,715,Balanced Growth Portfolio,366162.85,CHF,2021-07-08
P578629,716,High-Yield Income Portfolio,889426.09,EUR,2016-04-30
P137201,717,Global Diversification Portfolio,165483.71,CHF,2021-04-26
P229149,717,Conservative Wealth Plan Portfolio,401052.37,USD,2021-08-15
P979055,718,Dynamic Opportunities Portfolio,291191.38,CHF,2023-01-10
P385580,718,Balanced Growth Portfolio,254811.64,USD,2019-07-21
P174623,718,Balanced Growth Portfolio,127028.31,CHF,2021-01-31
P660858,719,Balanced Growth Portfolio,495830.52,USD,2015-04-07
P779756,719,Global Diversification Portfolio,987020.84,CHF,2018-04-05
P361890,719,High-Yield Income Portfolio,660630.56,EUR,2021-01-03
P364710,720,High-Yield Income Portfolio,921661.94,USD,2016-03-08
P373322,721,Dynamic Opportunities Portfolio,394633.47,USD,2023-02-25
P451028,721,Conservative Wealth Plan Portfolio,132120.08,USD,2022-02-25
P911649,721,High-Yield Income Portfolio,84699.81,EUR,2019-02-04
P846281,722,High-Yield Income Portfolio,307590.98,USD,2015-02-15
P194536,722,Balanced Growth Portfolio,286219.64,EUR,2021-04-21
P188974,723,Global Diversification Portfolio,449095.58,CHF,2024-11-28
P606176,723,Sustainable Investment Portfolio,569703.92,CHF,2022-11-22
P558486,723,Global Diversification Portfolio,899113.59,USD,2020-07-06
P321538,724,Global Diversification Portfolio,379318.83,EUR,2022-10-09
P153939,724,Sustainable Investment Portfolio,333126.21,USD,2024-02-29
P764371,724,Sustainable Investment Portfolio,105984.21,CHF,2017-03-23
P291893,725,Dynamic Opportunities Portfolio,917306.63,CHF,2019-08-21
P464308,726,High-Yield Income Portfolio,899061.31,EUR,2020-12-05
P842351,726,Sustainable Investment Portfolio,726622.44,CHF,2016-04-06
P723613,726,Conservative Wealth Plan Portfolio,54423.06,EUR,2018-05-04
P368206,727,High-Yield Income Portfolio,444047.52,EUR,2021-04-20
P880647,727,Sustainable Investment Portfolio,904488.25,USD,2022-03-30
P231864,727,Balanced Growth Portfolio,715524.11,CHF,2017-04-30
P477687,728,High-Yield Income Portfolio,180193.44,CHF,2015-08-31
P677994,729,Balanced Growth Portfolio,978593.44,USD,2020-08-27
P443161,729,Sustainable Investment Portfolio,438515.19,CHF,2019-12-25
P188524,729,Conservative Wealth Plan Portfolio,378714.24,CHF,2023-10-09
P375356,730,Global Diversification Portfolio,878978.22,EUR,2022-12-05
P480947,731,Global Diversification Portfolio,254040.99,USD,2020-02-02
P736159,732,High-Yield Income Portfolio,192609.38,CHF,2022-03-06
P880715,732,High-Yield Income Portfolio,527925.63,USD,2021-05-06
P384825,733,Sustainable Investment Portfolio,131053.72,USD,2016-05-25
P849090,733,Balanced Growth Portfolio,315604.25,CHF,2018-10-12
P400493,734,Sustainable Investment Portfolio,123833.49,EUR,2024-10-09
P958936,735,Dynamic Opportunities Portfolio,996925.07,USD,2018-03-14
P284278,735,Global Diversification Portfolio,611787.7,USD,2022-06-09
P515219,736,Sustainable Investment Portfolio,461149.77,CHF,2021-12-27
P782003,736,Sustainable Investment Portfolio,97756.46,CHF,2021-05-14
P708942,736,Dynamic Opportunities Portfolio,670859.24,CHF,2015-01-09
P524309,737,Conservative Wealth Plan Portfolio,307712.66,USD,2023-06-04
P831114,738,Conservative Wealth Plan Portfolio,974032.64,CHF,2024-07-26
P179850,738,Conservative Wealth Plan Portfolio,269834.85,CHF,2017-11-25
P474236,738,Dynamic Opportunities Portfolio,459587.47,EUR,2022-11-24
P709466,739,Sustainable Investment Portfolio,852882.8,USD,2018-12-15
P489704,740,Sustainable Investment Portfolio,475157.8,USD,2022-10-28
P541791,740,Global Diversification Portfolio,163931.05,CHF,2017-03-04
P527486,740,Global Diversification Portfolio,653904.24,USD,2024-07-11
P893025,741,Sustainable Investment Portfolio,60398.91,USD,2017-03-08
P675803,742,Balanced Growth Portfolio,669899.93,CHF,2017-10-02
P642600,743,Sustainable Investment Portfolio,261020.34,USD,2024-10-20
P217234,743,Conservative Wealth Plan Portfolio,894144.25,EUR,2024-04-05
P495285,743,Conservative Wealth Plan Portfolio,513010.49,USD,2015-10-03
P430518,744,Sustainable Investment Portfolio,839251.91,USD,2022-04-05
P216696,744,High-Yield Income Portfolio,251156.32,CHF,2024-12-16
